age,gender,no_of_siblings,mother_occupation,mother_monthly_income,father_occupation,father_monthly_income,average_grade_g12,average_grade_first_year,grades_understanding_self,grades_purposive_communication,grades_art_appreciation,grades_sts,grades_environmental_science,grades_intermediate_programming,grades_discrete_mathematics,grades_contemporary_world_with_peace_education,grades_mathematics_in_the_modern_world,grades_introduction_computing,grades_fundamentals_of_programming,study_hours,study_strategies,regular_study_schedule,attendance_rate,class_participation,time_management_rating,study_deadlines_frequency,motivation_level,engagement_level,stress_frequency,coping_effectiveness,graduate_on_time
18,M,4,Housewife,0,Security Guard,14000,96,90.3,89.4,86.9,89.4,88.7,93.2,91.4,93.1,93.2,98.2,82.8,87.2,11-15 hours,Never,Yes,More than 90%,Extremely actively,Very Good,Often,Extremely motivated,Extremely engaged,Rarely,Very effective,1
22,F,0,Cashier,15000,Jeepney Driver,13000,97,87.9,92.1,88.7,92.1,87.2,91.0,80.4,85.9,91.0,91.4,76.8,90.6,5-10 hours,Rarely,Yes,More than 90%,Not at all,Excellent,Sometimes,Slightly motivated,Slightly engaged,Always,Moderately effective,0
20,M,1,Yaya,9000,Tricycle Driver,10000,89,90.1,91.7,95.1,91.7,92.3,90.9,74.8,83.6,90.9,97.8,89.6,92.4,5-10 hours,Sometimes,No,More than 90%,Slightly,Poor,Rarely,Not motivated,Moderately engaged,Often,Very effective,1
19,M,2,Housewife,0,Househusband,0,90,88.7,90.1,91.8,90.1,89.9,98.7,75.5,74.0,98.7,73.9,95.3,98.2,11-15 hours,Always,No,More than 90%,Very actively,Fair,Often,Very motivated,Very engaged,Sometimes,Extremely effective,1
21,F,1,Security Guard,14500,PUV Driver,11000,91,86.3,88.5,92.2,88.5,95.1,85.3,89.0,78.5,85.3,90.3,72.1,84.8,Less than 5 hours,Often,No,More than 90%,Moderately,Good,Always,Extremely motivated,Not engaged,Rarely,Not effective,0
18,M,5,Housewife,0,Factory Driver,14000,96,89.6,94.8,97.0,94.8,97.3,96.4,93.0,85.5,96.4,77.1,75.2,78.2,11-15 hours,Rarely,Yes,More than 90%,Moderately,Very Good,Rarely,Moderately motivated,Extremely engaged,Always,Slightly effective,1
20,M,0,Delivery Rider,11500,Factory Worker,11000,95,90.5,96.5,87.2,96.5,93.6,87.9,97.4,92.7,87.9,87.3,92.2,76.0,Less than 5 hours,Sometimes,Yes,More than 90%,Extremely actively,Excellent,Often,Very motivated,Slightly engaged,Often,Moderately effective,1
19,M,1,Sales Clerk,14000,Sales Associate,12000,93,88.6,86.8,95.0,86.8,86.1,87.2,96.0,82.4,87.2,88.2,96.3,82.9,16-20 hours,Never,No,71-90%,Very actively,Poor,Always,Not motivated,Moderately engaged,Sometimes,Extremely effective,1
18,M,2,Factory Worker,9500,Customer Service Representative,18000,92,92.1,93.8,96.3,93.8,86.9,98.3,90.8,81.4,98.3,81.3,95.3,97.4,11-15 hours,Never,No,More than 90%,Not at all,Good,Sometimes,Slightly motivated,Very engaged,Rarely,Very effective,1
20,M,4,Housewife,0,Plumber,13000,96.5,92.3,95.6,90.3,95.6,87.1,91.9,82.0,97.0,91.9,93.0,95.9,95.5,Less than 5 hours,Often,Yes,More than 90%,Slightly,Very Good,Always,Extremely motivated,Not engaged,Always,Not effective,1
21,M,0,Housewife,0,Warehouse Staff,13000,97.5,88.4,88.7,89.0,88.7,95.4,85.8,89.9,85.4,85.8,91.5,78.7,93.1,5-10 hours,Sometimes,No,More than 90%,Moderately,Fair,Sometimes,Moderately motivated,Extremely engaged,Often,Slightly effective,0
19,M,1,HR,18500,Call Center Agent,22000,94,88.7,90.4,86.7,90.4,86.8,97.0,82.2,86.1,97.0,81.7,88.9,88.7,Less than 5 hours,Always,No,More than 90%,Slightly,Good,Often,Not motivated,Slightly engaged,Often,Moderately effective,1
18,F,3,Waitress,8500,Maintenance Worker,13000,91,88.3,87.3,96.6,87.3,92.2,92.7,76.8,74.3,92.7,96.9,94.3,80.3,5-10 hours,Often,Yes,More than 90%,Very actively,Very Good,Always,Slightly motivated,Moderately engaged,Always,Very effective,0
20,F,1,Housewife,0,Delivery Rider,14000,89,88.0,96.3,94.3,96.3,90.8,88.5,76.4,86.4,88.5,83.4,84.8,82.0,11-15 hours,Rarely,No,More than 90%,Extremely actively,Excellent,Rarely,Very motivated,Very engaged,Sometimes,Slightly effective,0
19,M,0,Government Official,12500,Janitor,9000,90,89.0,95.1,98.8,95.1,95.8,90.5,94.7,82.8,90.5,74.3,89.4,72.3,5-10 hours,Sometimes,Yes,More than 90%,Moderately,Fair,Often,Very motivated,Not engaged,Sometimes,Not effective,1
21,F,1,Tailor,8500,Office Staff,15000,93,88.0,87.2,91.1,87.2,89.4,95.3,87.1,78.1,95.3,95.4,77.4,84.9,11-15 hours,Always,No,More than 90%,Slightly,Excellent,Sometimes,Not motivated,Slightly engaged,Often,Very effective,0
22,F,2,Street Vendor,12000,Waiter,12000,97,88.4,89.9,87.9,89.9,97.6,89.0,96.8,88.1,89.0,74.5,94.0,75.7,5-10 hours,Rarely,Yes,More than 90%,Not at all,Very Good,Always,Extremely motivated,Moderately engaged,Rarely,Slightly effective,0
18,F,4,Housewife,0,Retail Salesperson,14000,96,88.3,85.6,89.8,85.6,86.0,89.6,81.2,97.3,89.6,93.6,81.9,91.5,More than 20 hours,Often,No,More than 90%,Moderately,Good,Rarely,Moderately motivated,Extremely engaged,Always,Moderately effective,0
19,M,0,Sales Assistant,13000,Graphic Designer,19000,95,90.4,97.4,85.4,97.4,91.4,96.8,85.0,88.4,96.8,74.1,97.4,83.8,Less than 5 hours,Never,Yes,More than 90%,Very actively,Excellent,Always,Very motivated,Very engaged,Often,Extremely effective,1
20,M,1,Teacher,19500,Government Official,18000,92,90.6,91.1,96.2,91.1,92.9,94.5,84.0,84.8,94.5,73.5,97.6,96.4,11-15 hours,Sometimes,No,71-90%,Slightly,Very Good,Often,Not motivated,Not engaged,Sometimes,Very effective,1
18,F,2,Housewife,0,Street Vendor,7000,93,86.1,92.3,88.2,92.3,87.6,86.3,73.8,94.4,86.3,82.5,73.3,89.6,5-10 hours,Always,No,More than 90%,Extremely actively,Good,Sometimes,Extremely motivated,Slightly engaged,Always,Moderately effective,0
20,F,1,Yaya,8000,Construction Worker,16000,94,89.8,88.9,97.5,88.9,95.9,91.7,77.5,83.3,91.7,94.3,97.1,81.2,5-10 hours,Often,Yes,More than 90%,Very actively,Excellent,Often,Slightly motivated,Moderately engaged,Often,Not effective,1
19,M,5,Housewife,0,Mechanic,14000,89,89.0,93.9,89.1,93.9,93.0,88.7,85.1,87.1,88.7,79.9,90.4,89.7,Less than 5 hours,Sometimes,No,More than 90%,Moderately,Fair,Always,Slightly motivated,Very engaged,Rarely,Very effective,1
21,M,0,Cashier,9500,Electrician,12000,97,85.1,88.1,95.8,88.1,89.1,87.5,73.7,88.7,87.5,72.4,76.5,88.4,5-10 hours,Always,No,More than 90%,Not at all,Poor,Rarely,Moderately motivated,Extremely engaged,Sometimes,Slightly effective,0
20,F,1,Delivery Rider,10000,Security Guard,13000,96,88.0,90.9,93.2,90.9,98.3,94.2,83.3,72.8,94.2,78.7,84.6,87.2,Less than 5 hours,Rarely,Yes,More than 90%,Slightly,Very Good,Sometimes,Very motivated,Not engaged,Always,Not effective,0
18,M,2,Housewife,0,Jeepney Driver,14000,95,91.5,96.9,88.6,96.9,93.8,86.8,82.9,96.1,86.8,95.5,91.5,90.9,Less than 5 hours,Never,No,More than 90%,Moderately,Good,Often,Extremely motivated,Moderately engaged,Often,Slightly effective,1
19,F,4,Security Guard,15500,Tricycle Driver,10000,90,92.7,98.8,98.5,98.8,85.5,90.2,94.9,91.5,90.2,90.2,86.3,94.7,11-15 hours,Often,No,More than 90%,Extremely actively,Fair,Always,Not motivated,Very engaged,Sometimes,Extremely effective,1
20,M,0,Laundry Personnel,9000,Househusband,0,91,86.8,87.4,90.8,87.4,97.1,85.4,75.1,96.6,85.4,85.2,92.3,72.1,11-15 hours,Always,Yes,More than 90%,Very actively,Excellent,Rarely,Moderately motivated,Slightly engaged,Always,Slightly effective,0
18,M,1,Factory Worker,12000,PUV Driver,12000,92,85.3,94.7,86.5,94.7,86.3,86.1,82.5,81.9,86.1,76.8,85.1,77.5,5-10 hours,Rarely,Yes,71-90%,Moderately,Good,Sometimes,Very motivated,Extremely engaged,Often,Not effective,0
19,F,3,Housewife,0,Factory Driver,13000,93,90.2,90.8,93.0,90.8,90.1,88.9,85.9,93.6,88.9,86.3,87.9,96.5,11-15 hours,Sometimes,No,More than 90%,Not at all,Very Good,Often,Slightly motivated,Moderately engaged,Rarely,Very effective,1
20,F,1,Housewife,0,Factory Worker,12000,94,90.1,85.9,95.9,85.9,96.6,95.9,81.6,87.0,95.9,82.7,98.6,84.8,5-10 hours,Often,No,More than 90%,Slightly,Fair,Always,Extremely motivated,Very engaged,Sometimes,Extremely effective,1
21,F,1,Government Official,19000,Sales Associate,14000,97,90.9,97.5,91.5,97.5,89.8,97.8,89.4,84.2,97.8,75.0,93.1,86.8,Less than 5 hours,Sometimes,Yes,More than 90%,Very actively,Poor,Sometimes,Very motivated,Extremely engaged,Often,Moderately effective,1
19,M,0,Teacher,22000,Customer Service Representative,19000,96.5,90.0,93.0,92.1,93.0,98.7,96.7,97.6,90.1,96.7,72.6,86.2,73.4,Less than 5 hours,Always,No,More than 90%,Extremely actively,Excellent,Often,Not motivated,Not engaged,Always,Very effective,1
18,M,1,Housewife,0,Plumber,15000,89,91.8,98.2,90.2,98.2,94.1,97.4,78.8,73.3,97.4,97.7,98.3,85.9,5-10 hours,Never,Yes,More than 90%,Moderately,Good,Always,Slightly motivated,Slightly engaged,Rarely,Moderately effective,1
20,F,2,Waitress,13000,Warehouse Staff,11000,90,89.2,87.6,98.7,87.6,90.9,93.6,88.8,93.0,93.6,78.0,95.5,73.9,5-10 hours,Rarely,Yes,More than 90%,Slightly,Very Good,Rarely,Moderately motivated,Moderately engaged,Sometimes,Extremely effective,1
19,F,1,Housewife,0,Call Center Agent,22000,91,88.3,95.8,87.6,95.8,87.0,89.2,78.7,88.8,89.2,86.0,91.8,81.6,11-15 hours,Sometimes,No,More than 90%,Very actively,Fair,Often,Very motivated,Very engaged,Often,Not effective,0
21,F,0,Sales Clerk,12000,Maintenance Worker,14000,92,91.4,91.8,96.7,91.8,88.9,94.0,91.3,95.9,94.0,98.1,82.0,80.8,11-15 hours,Never,No,More than 90%,Not at all,Excellent,Sometimes,Not motivated,Slightly engaged,Always,Slightly effective,1
20,M,1,HR,21000,Delivery Rider,13000,93,90.9,88.3,86.8,88.3,87.9,93.1,87.0,92.6,93.1,98.6,95.6,88.5,More than 20 hours,Often,Yes,71-90%,Extremely actively,Poor,Always,Extremely motivated,Extremely engaged,Rarely,Slightly effective,1
18,F,1,Housewife,0,Janitor,8000,95,90.8,92.4,92.6,92.4,91.3,95.8,81.3,91.0,95.8,97.0,73.1,95.9,11-15 hours,Always,Yes,More than 90%,Slightly,Good,Often,Moderately motivated,Moderately engaged,Sometimes,Moderately effective,1
19,M,2,Tailor,8000,Office Staff,16000,94,89.4,90.1,97.4,90.1,94.6,92.8,92.4,82.0,92.8,76.4,89.3,85.1,Less than 5 hours,Rarely,No,More than 90%,Moderately,Very Good,Rarely,Very motivated,Not engaged,Always,Very effective,1
20,F,0,Yaya,7000,Waiter,10000,96,84.2,85.2,87.1,85.2,88.8,88.1,76.3,79.5,88.1,81.9,73.2,92.7,Less than 5 hours,Sometimes,Yes,More than 90%,Very actively,Good,Always,Slightly motivated,Very engaged,Often,Not effective,0
18,F,3,Housewife,0,Retail Salesperson,16000,97,90.0,94.2,93.6,94.2,92.1,98.9,93.7,89.9,98.9,72.9,72.6,89.3,Less than 5 hours,Never,No,More than 90%,Not at all,Excellent,Sometimes,Extremely motivated,Slightly engaged,Sometimes,Extremely effective,1
19,M,1,Delivery Rider,11500,Graphic Designer,22000,89,91.0,97.2,88.4,97.2,96.4,85.9,97.9,87.7,85.9,90.6,84.0,90.4,5-10 hours,Often,No,More than 90%,Slightly,Very Good,Always,Not motivated,Extremely engaged,Rarely,Very effective,1
20,F,4,Housewife,0,Government Official,19000,90,90.3,96.7,91.6,96.7,89.3,90.4,92.9,75.0,90.4,97.6,75.3,97.2,5-10 hours,Always,Yes,More than 90%,Moderately,Poor,Often,Moderately motivated,Not engaged,Often,Moderately effective,1
21,M,0,Factory Worker,10500,Street Vendor,9000,91,90.4,90.2,95.7,90.2,85.2,87.8,93.1,80.2,87.8,92.6,98.4,92.8,11-15 hours,Sometimes,No,More than 90%,Extremely actively,Fair,Sometimes,Very motivated,Very engaged,Always,Slightly effective,1
19,F,1,Cashier,11000,Construction Worker,14000,92,86.9,86.6,85.9,86.6,97.0,94.3,85.3,80.8,94.3,86.8,82.1,75.8,5-10 hours,Never,Yes,71-90%,Very actively,Excellent,Rarely,Extremely motivated,Moderately engaged,Sometimes,Moderately effective,0
18,F,2,Housewife,0,Mechanic,13000,93,91.9,93.3,89.3,93.3,96.9,95.0,88.0,97.6,95.0,95.0,73.0,95.0,5-10 hours,Rarely,No,More than 90%,Slightly,Very Good,Always,Not motivated,Extremely engaged,Often,Very effective,1
20,M,1,Teacher,23000,Electrician,13000,95,90.0,88.8,91.0,88.8,93.5,89.8,90.0,74.5,89.8,96.2,92.5,95.2,5-10 hours,Often,No,More than 90%,Moderately,Poor,Often,Slightly motivated,Moderately engaged,Rarely,Not effective,1
19,M,5,Housewife,0,Security Guard,12000,94,89.6,95.0,95.2,95.0,90.7,92.4,96.2,88.5,92.4,80.3,77.1,82.5,11-15 hours,Always,Yes,More than 90%,Extremely actively,Good,Always,Very motivated,Very engaged,Always,Slightly effective,1
22,M,0,Sales Assistant,13500,Jeepney Driver,15000,96,88.3,89.8,93.7,89.8,94.3,98.3,75.9,96.4,98.3,77.3,84.2,73.8,11-15 hours,Rarely,Yes,More than 90%,Not at all,Very Good,Sometimes,Moderately motivated,Slightly engaged,Sometimes,Extremely effective,0
18,M,1,Housewife,0,Tricycle Driver,8000,97,87.5,86.9,86.1,86.9,95.2,93.9,90.4,72.1,93.9,85.5,90.4,80.7,Less than 5 hours,Never,No,More than 90%,Very actively,Excellent,Often,Extremely motivated,Not engaged,Often,Very effective,0
20,M,4,Street Vendor,14000,Househusband,0,95,90.3,96.2,97.6,96.2,98.1,87.6,94.1,95.7,87.6,91.6,75.7,72.5,Less than 5 hours,Sometimes,No,More than 90%,Slightly,Fair,Sometimes,Not motivated,Moderately engaged,Always,Moderately effective,1
21,M,2,Housewife,0,PUV Driver,10000,92,84.8,90.5,88.8,90.5,87.5,85.6,74.0,83.4,85.6,72.5,88.3,86.0,11-15 hours,Often,Yes,More than 90%,Moderately,Good,Rarely,Very motivated,Very engaged,Rarely,Extremely effective,0
19,M,3,Security Guard,12500,Factory Driver,13000,90,88.0,88.6,87.0,88.6,85.8,98.5,88.7,74.0,98.5,90.8,73.5,93.6,5-10 hours,Never,No,More than 90%,Extremely actively,Excellent,Always,Slightly motivated,Extremely engaged,Sometimes,Not effective,0
18,M,1,HR,22000,Factory Worker,11000,93,91.4,97.3,97.5,97.3,88.4,90.2,78.2,90.9,90.2,91.1,93.0,90.8,5-10 hours,Always,Yes,71-90%,Very actively,Poor,Often,Extremely motivated,Slightly engaged,Always,Very effective,1
20,F,0,Waitress,9500,Sales Associate,15000,94,90.9,91.9,94.9,91.9,96.8,95.5,84.1,76.1,95.5,90.1,98.5,84.5,Less than 5 hours,Often,No,More than 90%,Not at all,Very Good,Rarely,Moderately motivated,Not engaged,Often,Slightly effective,1
19,M,1,Laundry Personnel,8000,Customer Service Representative,20000,96,87.8,92.7,89.7,92.7,86.4,90.8,88.2,97.0,90.8,72.2,77.8,87.8,11-15 hours,Rarely,No,71-90%,Slightly,Good,Always,Very motivated,Moderately engaged,Rarely,Moderately effective,0
21,F,2,Housewife,0,Plumber,12000,97,87.8,88.4,86.0,88.4,90.6,86.7,89.6,89.7,86.7,78.2,93.2,87.9,5-10 hours,Never,Yes,More than 90%,Moderately,Excellent,Sometimes,Slightly motivated,Very engaged,Sometimes,Extremely effective,0
20,M,4,Delivery Rider,9000,Warehouse Staff,13000,89,88.7,85.3,92.8,85.3,87.3,91.6,95.0,92.9,91.6,83.5,96.5,74.0,Less than 5 hours,Always,No,More than 90%,Extremely actively,Fair,Often,Not motivated,Extremely engaged,Often,Very effective,1
18,M,0,Housewife,0,Call Center Agent,20000,96.5,85.9,90.0,95.9,90.0,95.3,86.4,73.1,82.9,86.4,89.1,80.8,75.3,5-10 hours,Often,Yes,More than 90%,Very actively,Very Good,Rarely,Not motivated,Slightly engaged,Always,Not effective,0
19,F,1,Sales Clerk,11500,Maintenance Worker,15000,91,88.8,87.9,88.3,87.9,85.3,96.9,94.3,72.4,96.9,82.4,90.7,93.4,5-10 hours,Sometimes,No,71-90%,Not at all,Good,Always,Extremely motivated,Not engaged,Rarely,Moderately effective,1
20,F,2,Housewife,0,Delivery Rider,13000,97.5,88.7,98.6,90.5,98.6,90.9,85.3,80.2,83.2,85.3,96.5,75.4,91.1,11-15 hours,Rarely,Yes,More than 90%,Moderately,Poor,Sometimes,Slightly motivated,Moderately engaged,Sometimes,Slightly effective,1
18,F,1,Government Official,18000,Janitor,9000,93,88.7,93.1,87.4,93.1,97.4,97.9,97.5,76.7,97.9,85.1,76.4,72.9,11-15 hours,Never,No,More than 90%,Slightly,Excellent,Always,Very motivated,Very engaged,Often,Very effective,1
19,F,5,Tailor,10000,Office Staff,14000,90,89.7,91.6,98.9,91.6,93.2,90.3,96.8,94.3,90.3,73.9,81.4,83.9,5-10 hours,Sometimes,No,More than 90%,Very actively,Very Good,Often,Moderately motivated,Slightly engaged,Always,Not effective,1
20,F,0,Yaya,8500,Waiter,11000,94,87.5,94.3,85.2,94.3,88.1,88.0,97.9,78.9,88.0,80.4,93.8,73.3,More than 20 hours,Always,Yes,More than 90%,Extremely actively,Good,Always,Very motivated,Extremely engaged,Sometimes,Extremely effective,0
21,F,1,Housewife,0,Retail Salesperson,15000,92,90.1,96.4,93.6,96.4,91.8,92.9,84.0,91.1,92.9,75.7,89.6,86.2,Less than 5 hours,Often,No,More than 90%,Not at all,Excellent,Rarely,Extremely motivated,Very engaged,Rarely,Moderately effective,1
19,M,2,Factory Worker,9000,Graphic Designer,19000,95,83.8,88.2,92.0,88.2,85.5,89.1,88.3,72.3,89.1,73.1,80.9,75.5,5-10 hours,Always,Yes,71-90%,Slightly,Fair,Sometimes,Not motivated,Not engaged,Often,Very effective,0
18,F,4,Housewife,0,Government Official,17000,89,90.6,95.4,88.7,95.4,95.8,90.0,88.6,97.8,90.0,91.9,89.9,73.1,Less than 5 hours,Rarely,No,More than 90%,Moderately,Very Good,Always,Moderately motivated,Moderately engaged,Always,Slightly effective,1
20,F,3,Cashier,10000,Street Vendor,8000,96,91.5,97.8,96.5,97.8,93.7,93.8,93.9,78.6,93.8,90.3,84.8,85.7,5-10 hours,Sometimes,No,More than 90%,Very actively,Good,Often,Slightly motivated,Extremely engaged,Sometimes,Slightly effective,1
19,F,1,Housewife,0,Construction Worker,15000,97,89.8,90.9,86.9,90.9,92.5,98.0,80.8,81.2,98.0,94.2,93.2,81.7,5-10 hours,Always,Yes,More than 90%,Extremely actively,Excellent,Rarely,Not motivated,Slightly engaged,Rarely,Not effective,1
22,M,0,Teacher,22000,Mechanic,18000,91,88.6,89.5,91.3,89.5,89.5,85.2,78.4,82.2,85.2,89.8,97.1,97.5,5-10 hours,Never,Yes,More than 90%,Not at all,Poor,Sometimes,Very motivated,Very engaged,Often,Very effective,1
18,M,1,Housewife,0,Electrician,12000,96.5,88.3,88.0,97.9,88.0,92.6,95.8,79.9,88.9,95.8,76.2,85.4,83.1,Less than 5 hours,Often,No,More than 90%,Slightly,Good,Always,Extremely motivated,Moderately engaged,Always,Extremely effective,0
20,M,2,Sales Assistant,15000,Security Guard,14000,94,90.5,85.9,89.9,85.9,94.7,92.1,96.3,78.4,92.1,97.3,96.4,86.6,11-15 hours,Sometimes,No,More than 90%,Very actively,Fair,Often,Moderately motivated,Not engaged,Rarely,Not effective,1
21,M,4,Housewife,0,Jeepney Driver,13000,95,91.4,90.2,95.4,90.2,97.8,96.8,86.1,93.3,96.8,86.7,82.4,89.8,5-10 hours,Always,Yes,71-90%,Moderately,Very Good,Always,Very motivated,Very engaged,Sometimes,Very effective,1
19,F,0,Waitress,8000,Tricycle Driver,9000,90,89.3,93.9,94.8,93.9,90.2,88.4,73.9,85.3,88.4,97.9,98.9,76.3,11-15 hours,Rarely,No,More than 90%,Extremely actively,Excellent,Sometimes,Not motivated,Extremely engaged,Always,Moderately effective,1
18,M,1,Housewife,0,Househusband,0,89,88.1,86.5,86.7,86.5,86.2,96.1,76.1,90.8,96.1,91.8,88.0,84.4,Less than 5 hours,Sometimes,No,More than 90%,Very actively,Good,Always,Slightly motivated,Slightly engaged,Often,Slightly effective,0
20,M,3,Security Guard,12000,PUV Driver,12000,97,89.0,86.0,90.2,86.0,91.1,91.2,96.3,80.5,91.2,87.9,88.5,89.8,5-10 hours,Often,No,More than 90%,Not at all,Fair,Often,Extremely motivated,Moderately engaged,Sometimes,Extremely effective,1
19,F,1,Housewife,0,Factory Driver,14000,93,90.2,88.7,93.1,88.7,89.6,88.6,93.8,89.2,88.6,90.5,94.2,87.0,11-15 hours,Never,Yes,More than 90%,Moderately,Poor,Rarely,Moderately motivated,Very engaged,Rarely,Very effective,1
21,M,0,Laundry Personnel,9500,Factory Worker,12000,92,86.9,85.5,88.0,85.5,93.9,90.7,90.5,98.7,90.7,73.2,87.2,72.2,5-10 hours,Rarely,Yes,More than 90%,Slightly,Very Good,Sometimes,Very motivated,Not engaged,Often,Moderately effective,0
20,M,2,Housewife,0,Sales Associate,11000,91,89.2,96.8,87.7,96.8,87.8,85.6,92.0,85.1,85.6,75.6,92.0,95.7,Less than 5 hours,Always,No,More than 90%,Very actively,Good,Often,Not motivated,Extremely engaged,Always,Slightly effective,1
18,M,1,Street Vendor,11500,Customer Service Representative,19000,96,90.0,92.6,96.4,92.6,95.4,97.0,93.3,84.6,97.0,92.2,76.0,73.0,5-10 hours,Never,No,71-90%,Extremely actively,Excellent,Always,Slightly motivated,Slightly engaged,Sometimes,Not effective,1
19,M,5,Housewife,0,Plumber,13000,95,85.6,93.3,90.2,93.3,92.0,97.2,75.7,72.7,97.2,78.3,78.9,72.6,More than 20 hours,Often,No,More than 90%,Not at all,Fair,Often,Extremely motivated,Moderately engaged,Rarely,Moderately effective,0
20,M,0,Government Official,21000,Warehouse Staff,13000,90,89.1,89.6,85.6,89.6,86.6,89.4,91.9,86.9,89.4,97.9,74.0,98.8,Less than 5 hours,Always,Yes,More than 90%,Moderately,Very Good,Rarely,Very motivated,Very engaged,Always,Very effective,1
18,M,1,Housewife,0,Call Center Agent,23000,97.5,87.7,96.0,91.8,96.0,88.2,92.6,97.4,76.4,92.6,75.4,74.7,83.7,11-15 hours,Sometimes,No,More than 90%,Slightly,Good,Sometimes,Not motivated,Not engaged,Often,Not effective,0
19,F,2,Delivery Rider,14000,Maintenance Worker,12000,96,92.0,97.4,98.3,97.4,96.2,98.4,89.3,73.5,98.4,85.3,87.0,91.0,5-10 hours,Often,No,More than 90%,Extremely actively,Excellent,Always,Moderately motivated,Extremely engaged,Always,Slightly effective,1
20,M,4,HR,20500,Delivery Rider,14000,93,87.8,86.1,92.5,86.1,88.0,86.0,89.0,98.0,86.0,90.0,85.8,78.4,5-10 hours,Never,Yes,More than 90%,Very actively,Poor,Often,Slightly motivated,Slightly engaged,Sometimes,Very effective,0
21,F,0,Housewife,0,Janitor,9000,89,87.1,91.7,96.1,91.7,87.2,90.2,82.1,83.8,90.2,84.2,82.2,78.6,5-10 hours,Rarely,No,More than 90%,Moderately,Fair,Sometimes,Very motivated,Moderately engaged,Rarely,Extremely effective,0
19,F,1,Housewife,0,Office Staff,15000,97,90.0,91.4,90.8,91.4,96.7,88.3,93.6,76.2,88.3,83.7,94.0,95.4,Less than 5 hours,Sometimes,Yes,More than 90%,Not at all,Good,Always,Extremely motivated,Very engaged,Often,Moderately effective,1
18,F,2,Housewife,0,Waiter,10000,92,91.9,97.6,87.2,97.6,89.8,89.9,88.5,88.0,89.9,93.1,90.3,98.5,Less than 5 hours,Always,No,More than 90%,Slightly,Very Good,Rarely,Moderately motivated,Not engaged,Always,Slightly effective,1
20,M,1,Yaya,9500,Retail Salesperson,14000,90,92.6,94.9,95.8,94.9,90.3,95.1,90.9,92.2,95.1,98.0,72.8,98.6,5-10 hours,Rarely,No,71-90%,Extremely actively,Excellent,Always,Not motivated,Slightly engaged,Sometimes,Very effective,1
19,M,3,Sales Assistant,13000,Graphic Designer,20000,94,89.8,93.5,92.3,93.5,91.4,90.6,81.8,90.8,90.6,89.7,84.7,89.2,5-10 hours,Sometimes,Yes,More than 90%,Very actively,Poor,Often,Very motivated,Moderately engaged,Rarely,Not effective,1
22,F,0,Cashier,11500,Government Official,18000,96,86.6,87.7,94.2,87.7,85.3,93.8,76.7,78.7,93.8,72.7,86.0,96.2,Less than 5 hours,Often,No,More than 90%,Moderately,Good,Sometimes,Extremely motivated,Extremely engaged,Often,Slightly effective,0
18,F,1,Housewife,0,Street Vendor,9000,95,88.2,85.2,98.4,85.2,93.0,87.0,86.2,84.8,87.0,84.1,87.5,92.2,5-10 hours,Sometimes,No,More than 90%,Not at all,Very Good,Always,Slightly motivated,Very engaged,Always,Extremely effective,0
20,F,2,Factory Worker,11000,Construction Worker,16000,97,88.6,91.0,89.3,91.0,94.9,88.9,79.7,87.6,88.9,91.4,97.3,74.9,11-15 hours,Always,Yes,More than 90%,Slightly,Fair,Often,Moderately motivated,Not engaged,Rarely,Moderately effective,1
21,F,4,Government Official,18000,Mechanic,15000,91,88.4,88.3,86.2,88.3,90.8,96.5,96.1,82.5,96.5,93.3,81.3,72.8,11-15 hours,Often,No,More than 90%,Moderately,Good,Rarely,Not motivated,Slightly engaged,Sometimes,Very effective,0
19,F,0,Waitress,7500,Electrician,13000,89,90.1,98.7,96.6,98.7,87.4,87.5,84.3,94.7,87.5,74.0,86.8,95.1,11-15 hours,Sometimes,Yes,More than 90%,Very actively,Excellent,Always,Very motivated,Moderately engaged,Often,Extremely effective,1
18,F,1,Housewife,0,Security Guard,14000,93,88.2,86.8,91.4,86.8,98.0,96.4,90.6,80.9,96.4,80.7,85.0,76.7,11-15 hours,Rarely,No,More than 90%,Extremely actively,Poor,Sometimes,Extremely motivated,Very engaged,Always,Not effective,0
20,F,2,Security Guard,14000,Jeepney Driver,14000,92,89.1,88.5,97.0,88.5,86.3,90.5,80.5,74.8,90.5,95.2,97.8,90.7,5-10 hours,Always,No,More than 90%,Not at all,Good,Often,Slightly motivated,Extremely engaged,Sometimes,Slightly effective,1
19,F,1,Laundry Personnel,9000,Tricycle Driver,10000,96,87.7,90.2,88.7,90.2,88.9,86.6,84.1,74.6,86.6,85.0,98.2,91.8,Less than 5 hours,Never,Yes,More than 90%,Slightly,Fair,Always,Moderately motivated,Not engaged,Rarely,Very effective,0
21,M,5,Delivery Rider,13000,Househusband,0,95,91.0,89.0,85.1,89.0,86.7,94.9,93.5,83.1,94.9,92.5,95.2,96.9,5-10 hours,Always,No,More than 90%,Very actively,Very Good,Sometimes,Very motivated,Moderately engaged,Often,Moderately effective,1
20,F,0,Tailor,8500,PUV Driver,11000,90,92.5,93.8,94.0,93.8,95.9,97.3,83.2,96.7,97.3,96.8,88.6,80.6,5-10 hours,Often,No,More than 90%,Extremely actively,Excellent,Often,Not motivated,Very engaged,Always,Very effective,1
